"dates","prec"
2013-01-22,0
2013-01-22,0
2013-01-22,0
2013-01-22,0
2013-01-22,0
2013-01-22,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-23,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-24,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-25,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-26,0
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0.100000001490116
2013-01-27,0.100000001490116
2013-01-27,0.100000001490116
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0.100000001490116
2013-01-27,0.200000002980232
2013-01-27,0
2013-01-27,0.200000002980232
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-27,0
2013-01-28,0
